Topic,Count,Name,Representation,Representative_Docs,sent_score
440,29,440_finais_feriado_útil_tarde,"['finais', 'feriado', 'útil', 'tarde', 'noite', 'conseguiu', 'semana', 'passa', 'agora', 'ela']","['RT : AMANDA KLEIN CONSEGUIU! Agora ela passa vergonha de manhã, de tarde, de noite, em dia útil, finais de semana e feriado…', 'RT : AMANDA KLEIN CONSEGUIU! Agora ela passa vergonha de manhã, de tarde, de noite, em dia útil, finais de semana e feriado…', 'RT : AMANDA KLEIN CONSEGUIU! Agora ela passa vergonha de manhã, de tarde, de noite, em dia útil, finais de semana e feriado…']",0.3644006550312042
441,29,441_sim_palpiteira_desorientada_datilógrafa,"['sim', 'palpiteira', 'desorientada', 'datilógrafa', 'comentarista', 'repórter', 'vera', 'magalhães', 'uma', 'medíocre']","['RT : Amanda Klein não é comentarista e sim uma palpiteira desorientada. Vera Magalhães não é repórter e sim uma datilógrafa s…', 'RT : Amanda Klein não é comentarista e sim uma palpiteira desorientada. Vera Magalhães não é repórter e sim uma datilógrafa s…', 'RT : Amanda Klein não é comentarista e sim uma palpiteira desorientada. Vera Magalhães não é repórter e sim uma datilógrafa s…']",0.7010536234954308
442,29,442_asfaltou_tarcísio_sabatina_na,"['asfaltou', 'tarcísio', 'sabatina', 'na', 'rt', 'klein', 'amanda', '', '', '']","['RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎']",0.5156893175223778
443,29,443_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
444,29,444_shorts_toma_invertida_até,"['shorts', 'toma', 'invertida', 'até', 'via', 'rebelo', 'aldo', 'pois', 'do', 'rt']","['RT : Amanda Klein toma invertida até do Aldo Rebelo #shorts via', 'RT : Amanda Klein toma invertida até do Aldo Rebelo #shorts via', 'RT : Amanda Klein toma invertida até do Aldo Rebelo #shorts via']",0.8178149132893003
445,29,445_lençóis_maus_deixou_jornal,"['lençóis', 'maus', 'deixou', 'jornal', 'em', 'manhã', 'no', 'bolsonaro', 'da', 'rt']","['RT : Amanda Klein deixou o Bolsonaro em maus lençóis no jornal da manhã.😬', 'RT : Amanda Klein deixou o Bolsonaro em maus lençóis no jornal da manhã.😬', 'RT : Amanda Klein deixou o Bolsonaro em maus lençóis no jornal da manhã.😬']",0.7481722831726074
446,29,446_sé_gente_espécie_eleitoreiros,"['sé', 'gente', 'espécie', 'eleitoreiros', 'empréstimos', 'sup', 'essência', 'dialogo', 'comprarem', 'concede']","['RT : Bolsonaro: Amanda o que é moeda corrente? Amanda Klein: É dinheiro em espécie presidente, dinheiro vivo! Gente, é sé…', 'RT : Bolsonaro: Amanda o que é moeda corrente? Amanda Klein: É dinheiro em espécie presidente, dinheiro vivo! Gente, é sé…', 'RT : Bolsonaro: Amanda o que é moeda corrente? Amanda Klein: É dinheiro em espécie presidente, dinheiro vivo! Gente, é sé…']",0.7537258514042559
447,29,447_detonada_bolsonarotemrazao_gostou_parece,"['detonada', 'bolsonarotemrazao', 'gostou', 'parece', 'por', 'ser', 'ao', 'na', 'vivo', 'pan']","['RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao', 'RT : Parece que Amanda Klein não gostou de ser detonada ao vivo por Bolsonaro na Jovem Pan. #BolsonaroTemRazao']",0.5853742361068726
448,29,448_incômoda_confrontado_basta_chiliquento,"['incômoda', 'confrontado', 'basta', 'chiliquento', 'vítima', 'hoje', 'uma', 'mais', 'pergunta', 'presidente']","['RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…']",0.904931366443634
449,29,449_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
450,28,450_significava_maldosa_informada_putz,"['significava', 'maldosa', 'informada', 'putz', 'venda', 'espécie', 'mal', 'feio', 'contrato', 'diferença']","['RT : A Amanda Klein foi maldosa ao falar que moeda corrente significava dinheiro em espécie, ou é muito mal informada e não deveria…', 'RT : A Amanda Klein foi maldosa ao falar que moeda corrente significava dinheiro em espécie, ou é muito mal informada e não deveria…', 'RT : A Amanda Klein foi maldosa ao falar que moeda corrente significava dinheiro em espécie, ou é muito mal informada e não deveria…']",0.8279162645339966
451,28,451_semanas_faltando_eleições2022_candidato,"['semanas', 'faltando', 'eleições2022', 'candidato', 'veja', 'jair', 'covardemente', 'ataca', 'as', 'jornalista']","['RT : 🚨VEJA: Faltando 4 semanas para as #Eleições2022, o candidato Jair Bolsonaro ataca covardemente a jornalista Amanda Klein, que…', 'RT : 🚨VEJA: Faltando 4 semanas para as #Eleições2022, o candidato Jair Bolsonaro ataca covardemente a jornalista Amanda Klein, que…', 'RT : 🚨VEJA: Faltando 4 semanas para as #Eleições2022, o candidato Jair Bolsonaro ataca covardemente a jornalista Amanda Klein, que…']",0.7122687037502017
452,28,452_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
453,28,453_asfaltou_tarcísio_sabatina_na,"['asfaltou', 'tarcísio', 'sabatina', 'na', 'rt', 'klein', 'amanda', '', '', '']","['RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎']",0.5142654776573181
454,28,454_manter_espécie_nacional_pessoa,"['manter', 'espécie', 'nacional', 'pessoa', 'corrente', 'moeda', 'essa', 'dinheiro', 'se', 'ira']","['RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…', 'RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…', 'RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…']",0.9318121756826129
455,28,455_pressionada_fizeram_pedir_suporta,"['pressionada', 'fizeram', 'pedir', 'suporta', 'demissão', 'igual', 'será', 'questionado', 'mulheres', 'fiz']","['RT : Bolsonaro não suporta ser questionado por mulheres. Amanda Klein será pressionada a pedir demissão, igual fizeram com o…', 'RT : Bolsonaro não suporta ser questionado por mulheres. Amanda Klein será pressionada a pedir demissão, igual fizeram com o…', 'RT : Bolsonaro não suporta ser questionado por mulheres. Amanda Klein será pressionada a pedir demissão, igual fizeram com o…']",0.7520335678543363
456,28,456_taliaferri_participei_mauro_legal,"['taliaferri', 'participei', 'mauro', 'legal', 'navarro', 'silvio', 'achei', 'papo', 'opinião', 'ar']","['RT : Participei hoje do Opinião No Ar com Silvio Navarro, Amanda Klein e Mauro Taliaferri. Achei um papo bem legal!', 'RT : Participei hoje do Opinião No Ar com Silvio Navarro, Amanda Klein e Mauro Taliaferri. Achei um papo bem legal!', 'RT : Participei hoje do Opinião No Ar com Silvio Navarro, Amanda Klein e Mauro Taliaferri. Achei um papo bem legal!']",0.8641676753759384
457,28,457_dispara_amand_irrita_mim,"['dispara', 'amand', 'irrita', 'mim', 'vota', 'comprad', 'entrou', 'mansões', 'censurar', 'aman']","['RT : Bolsonaro se irrita com jornalista e dispara: “Seu marido vota em mim”. Presidente não gostou de ser questionado por Amand…', 'RT : Bolsonaro se irrita com jornalista e dispara: “Seu marido vota em mim”. Presidente não gostou de ser questionado por Amand…', 'RT : Bolsonaro se irrita com jornalista e dispara: “Seu marido vota em mim”. Presidente não gostou de ser questionado por Amand…']",0.7578648626804352
458,28,458_incômoda_confrontado_basta_chiliquento,"['incômoda', 'confrontado', 'basta', 'chiliquento', 'vítima', 'hoje', 'uma', 'mais', 'pergunta', 'marmelo']","['RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…']",0.901273427265031
459,28,459_suavidade_concordam_rara_pontuou,"['suavidade', 'concordam', 'rara', 'pontuou', 'combinação', 'mostrando', 'limites', 'atual', 'patriotas', 'fiquei']","['RT : Amanda Klein pontuou com firmeza e suavidade, combinação rara no debate atual. Concordam? Já era fã, fiquei m…', 'RT : Amanda Klein pontuou com firmeza e suavidade, combinação rara no debate atual. Concordam? Já era fã, fiquei m…', 'RT : Amanda Klein pontuou com firmeza e suavidade, combinação rara no debate atual. Concordam? Já era fã, fiquei m…']",0.7779576789055552
460,28,460_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
461,28,461_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
462,28,462_congresso_constatando_dessas_dúvidas,"['congresso', 'constatando', 'dessas', 'dúvidas', 'somos', 'focaram', 'reconhecendo', 'esqueceram', 'roubar', 'nós']","['RT : Amanda Klein “Sem dúvidas, o bolsonarismo foi o grande vencedor dessas eleições.” Se até ela está constatando, não somos nós…', 'RT : Amanda Klein “Sem dúvidas, o bolsonarismo foi o grande vencedor dessas eleições.” Se até ela está constatando, não somos nós…', 'RT : Amanda Klein “Sem dúvidas, o bolsonarismo foi o grande vencedor dessas eleições.” Se até ela está constatando, não somos nós…']",0.6387386673263141
463,28,463_aband_disparada_exala_olhar,"['aband', 'disparada', 'exala', 'olhar', 'algumas', 'ganha', 'difícil', 'ódio', 'pessoas', 'vasconcelos']","['RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…', 'RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…', 'RT : A Amanda Klein exala ódio em seu olhar. Ganha disparada da Renata Vasconcelos. Como é difícil para algumas pessoas aband…']",0.8592419624328613
464,28,464_antecipadamente_agradeço_bérgamo_anita,"['antecipadamente', 'agradeço', 'bérgamo', 'anita', 'monica', 'desde', 'casagrande', 'já', 'família', 'miriam']","['RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…']",0.7628735154867172
465,28,465_trindade_maria_toma_invertida,"['trindade', 'maria', 'toma', 'invertida', 'zé', 'do', 'rt', 'klein', 'amanda', '']","['RT : Amanda Klein toma invertida do Zé Maria Trindade!', 'RT : Amanda Klein toma invertida do Zé Maria Trindade!', 'RT : Amanda Klein toma invertida do Zé Maria Trindade!']",0.8656756281852722
466,28,466_assista_shorts_desespera_melhora,"['assista', 'shorts', 'desespera', 'melhora', 'brasil', 'desmentida', 'toma', 'invertida', 'lapada', 'abusos']","['BRASIL: Amanda Klein se desespera com entrevista de Bolsonaro ao Jornal Nacional e toma invertida #shorts; ASSISTA', 'BRASIL: Amanda Klein toma invertida do Bolsonaro #shorts; ASSISTA', 'BRASIL: Amanda Klein se desespera com eleição e toma invertida #shorts; ASSISTA']",0.7030230026159968
467,28,467_brasileiro_jornalismo_sad_jornalismovergonha,"['brasileiro', 'jornalismo', 'sad', 'jornalismovergonha', 'gerson', 'camaroti', 'andréia', 'míriam', 'desserviço', 'bolsonaronajovempan']","['RT : #JornalismoVergonha Vera Magalhães Mônica Bérgamo Míriam Leitão Guga Noblat Amanda Klein Gerson Camaroti Andréia Sad…', 'RT : #JornalismoVergonha Vera Magalhães Mônica Bérgamo Míriam Leitão Guga Noblat Amanda Klein Gerson Camaroti Andréia Sad…', 'RT : #JornalismoVergonha Vera Magalhães Mônica Bérgamo Míriam Leitão Guga Noblat Amanda Klein Gerson Camaroti Andréia Sad…']",0.8463956713676453
468,28,468_histórica_ditador_atropelad_miliciano,"['histórica', 'ditador', 'atropelad', 'miliciano', 'rende', 'histórico', 'leão', 'chamar', 'mega', 'tramontinada']","['RT : Amanda Klein Foi ATROPELAD após Chamar Bolsonaro de Ditador e miliciano Motta Arrebentou!', 'Amanda Klein Foi ATROPELAD após Chamar Bolsonaro de Ditador e miliciano ... via', 'Amanda Klein Foi ATROPELAD após Chamar Bolsonaro de Ditador e miliciano ... via']",0.715772922549929
469,27,469_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
470,27,470_parabeniza_valentia_mônica_bergamo,"['parabeniza', 'valentia', 'mônica', 'bergamo', 'contra', 'marido', 'jornalista', 'bolsonaro', 'da', 'de']","[""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro"", ""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro"", ""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro""]",0.45891240680659257
471,27,471_impôs_torcendo_vibrando_colegas,"['impôs', 'torcendo', 'vibrando', 'colegas', 'satisfação', 'censura', 'tse', 'pior', 'toda', 'aos']","['RT : O pior é ver a cara de satisfação da Amanda Klein! Torcendo e vibrando por toda censura que o TSE impôs aos seus colegas…', 'RT : O pior é ver a cara de satisfação da Amanda Klein! Torcendo e vibrando por toda censura que o TSE impôs aos seus colegas…', 'RT : O pior é ver a cara de satisfação da Amanda Klein! Torcendo e vibrando por toda censura que o TSE impôs aos seus colegas…']",0.7891813825677942
